term,εἰς_ναῦς_αὐτός_ἀθηναῖοι_πόλις_οὗτος_ὡς,αὐτός_εἰς_ὡς_τις_γίγνομαι_βούλομαι_σφεῖς,αὐτός_εἰς_ἄλλος_πολύς_ἔχω_οὗτος_ὅς,αὐτός_εἰς_πολύς_γίγνομαι_οὗτος_οὐδείς_τις,εἰς_αὐτός_πρός_τεῖχος_τις_πολύς_πόλις,εἰς_ναῦς_αὐτός_πλέω_οὗτος_ἄλλος_ὡς,εἰς_αὐτός_τις_ὅς_πρός_ἔχω_οὗτος,αὐτός_εἰς_σύμμαχος_οὗτος_σπονδή_ποιέω_σφεῖς,εἰς_αὐτός_οὗτος_γίγνομαι_θέρος_τελευτάω_σύμμαχος,αὐτός_εἰς_ὁπλίτης_ἀθηναίων_ἄλλος_ἱππεύς_σύμμαχος,εἰς_αὐτός_οὗτος_πολύς_ἄλλος_γίγνομαι_πόλις,αὐτός_εἰς_ὡς_ἄλλος_λέγω_τις_δῆμος
ζημία,0.000175280620837085,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.00104325551286219,0.000129618616283148,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
θηβαίων,0.000518968112674507,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.00041813569823105,2.541541495748e-06,0.000883664084550386,0.000842548268374678,3.89541587459877e-06,2.86482057628731e-06
καρτερός,3.43687491837422e-06,3.38682255081927e-06,0.000197395937161642,3.05285716902449e-06,0.00167723031431877,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
κατάγω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.00110348102100571,4.19178242972477e-06,3.89541587459877e-06,0.00172175716634867
κορίνθου,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.00196582748820749,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,0.000198666209604537,2.86482057628731e-06
λακεδαίμονος,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.000861430022922383,1.38915514362475e-06,0.00127331228936975,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
μεσσηνίων,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.0031480286047233,0.000393437003334476,2.86482057628731e-06
μιλήτῳ,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.00208853831768361,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
νικίου,3.43687491837422e-06,0.000172727950091783,0.000197395937161642,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,7.08469123248623e-05,0.000383772765857948,0.00110348102100571,0.00105213738986092,3.89541587459877e-06,2.86482057628731e-06
ὀγδοήκοντα,0.000862655604511929,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.000493297534494014,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.00168090475431963,3.89541587459877e-06,2.86482057628731e-06
ὀνομάζω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,0.00273068652809374,0.000432587907019383
παραβαίνω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000279220183868575,0.00165454351373195,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
πεντακισχίλιοι,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.000842548268374678,3.89541587459877e-06,0.00186499819516304
προκαταλαμβάνω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,0.000895565054649568,2.45421658952246e-06,0.000348677941049812,0.000510849840645348,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
σεισμός,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.00154311489391635,4.19178242972477e-06,0.00195160335317398,2.86482057628731e-06
σημαίνω,3.43687491837422e-06,0.00118877471533756,1.9544152194222e-06,0.000460981432522698,2.23332931334057e-06,2.45421658952246e-06,0.000487593455412287,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
σπάρτη,3.43687491837422e-06,0.000342069077632747,1.9544152194222e-06,0.000460981432522698,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.00176293183037167,4.19178242972477e-06,0.000782978590794353,2.86482057628731e-06
συγγράφω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.000129618616283148,0.00352146732201423,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
σύν-λέγω,3.43687491837422e-06,3.38682255081927e-06,9.9675176190532e-05,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.00272885036175082,0.000198666209604537,0.000289346878205018
συνθήκη,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.00216285181288155,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
τροπή,3.43687491837422e-06,0.000172727950091783,1.9544152194222e-06,0.000460981432522698,0.000672232123315511,0.000247875875541768,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.00105213738986092,3.89541587459877e-06,2.86482057628731e-06
φρουρός,0.000175280620837085,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,0.000560565657648483,0.00135227334082687,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
χαλκιδέας,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.00374128425846955,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
χαλκιδέων,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.000663847148095066,0.00189049387580587,0.000977749384524292,2.86482057628731e-06
χαλκιδικός,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,7.08469123248623e-05,2.541541495748e-06,0.00198274876682699,4.19178242972477e-06,0.00136729097198417,2.86482057628731e-06
ἀγάω,3.43687491837422e-06,0.000172727950091783,1.9544152194222e-06,0.000155695715620249,2.23332931334057e-06,2.45421658952246e-06,0.000695966726956,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,0.000575828935833749
αἰχμάλωτος,0.000518968112674507,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.000370586705017891,1.38915514362475e-06,0.00114623521458235,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,0.000146105849390653
ἀκοή,3.43687491837422e-06,0.0010194335877966,1.9544152194222e-06,0.00152948144168127,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἀνδρεῖος,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,0.000155695715620249,2.23332931334057e-06,2.45421658952246e-06,0.00104325551286219,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἀνέλπιστος,3.43687491837422e-06,3.38682255081927e-06,0.000588278981046081,0.000155695715620249,0.000225566260647398,2.45421658952246e-06,0.00041813569823105,2.541541495748e-06,0.000224213275184426,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἀνέχω,3.43687491837422e-06,3.38682255081927e-06,0.000783720502988301,0.000308338574071473,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.000383772765857948,4.3963387291064e-06,4.19178242972477e-06,0.000588207797064415,2.86482057628731e-06
ἀνοίγνυμι,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,0.0017888967799858,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἀπόβασις,0.00137818684226806,3.38682255081927e-06,1.9544152194222e-06,0.000918910007876371,2.23332931334057e-06,0.000247875875541768,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἀπωθέω,3.43687491837422e-06,3.38682255081927e-06,0.000295116698132752,3.05285716902449e-06,0.000337232726314426,2.45421658952246e-06,0.00041813569823105,0.000510849840645348,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἀρχίδαμος,3.43687491837422e-06,0.0010194335877966,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.00154311489391635,4.19178242972477e-06,3.89541587459877e-06,0.000432587907019383
αὐτοκράτωρ,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.00041813569823105,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,0.00143527510871994
βοάω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,0.00168212430013249,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,0.000719069964648114
δημοσθένη,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.000616008363970137,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.00230967211877835,3.89541587459877e-06,2.86482057628731e-06
εἰσπίπτω,3.43687491837422e-06,0.000172727950091783,1.9544152194222e-06,0.000155695715620249,0.00156556384865174,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
εἴτε,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,0.00214005287548617,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.000256695691070548,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐκεχειρία,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.00101915813979495,0.00176293183037167,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἑλλάδα,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000487593455412287,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,0.00175683255944405,2.86482057628731e-06
ἐν-ἐναντιόομαι,3.43687491837422e-06,3.38682255081927e-06,0.000392837459103861,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000487593455412287,0.000637926915432748,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐξαρτύω,3.43687491837422e-06,3.38682255081927e-06,0.000979162024930521,3.05285716902449e-06,2.23332931334057e-06,0.00073871919344626,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐπιστολή,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,0.00229472128160613
ἠλεῖοι,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.00203577473809415,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἠλείων,0.000862655604511929,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.00101915813979495,4.3963387291064e-06,0.00063295914688844,3.89541587459877e-06,2.86482057628731e-06
ἡλικία,3.43687491837422e-06,3.38682255081927e-06,0.000490558220074971,0.000766267149425147,2.23332931334057e-06,2.45421658952246e-06,0.00041813569823105,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἱπποκρατέω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.00073871919344626,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.00210008299729211,3.89541587459877e-06,2.86482057628731e-06
κολάζω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.00097379775568095,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,0.000289346878205018
λακεδαιμόνιος,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.000984140852398506,1.38915514362475e-06,0.000383772765857948,0.000444030211639746,4.19178242972477e-06,3.89541587459877e-06,0.000432587907019383
λέων,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,0.000155695715620249,2.23332931334057e-06,0.00135227334082687,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.000423370025402202,3.89541587459877e-06,0.000289346878205018
λοκρῶν,0.00120634309634935,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.00189049387580587,3.89541587459877e-06,2.86482057628731e-06
μανθάνω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.00111271327004342,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
μαντινέων,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.000637926915432748,0.000224213275184426,0.00210008299729211,3.89541587459877e-06,2.86482057628731e-06
μεγαρῆς,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,0.000113899794980369,2.45421658952246e-06,1.38915514362475e-06,0.000510849840645348,0.000663847148095066,0.00168090475431963,3.89541587459877e-06,2.86482057628731e-06
μηδέτερος,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.00203577473809415,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
μήδων,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.00154311489391635,4.19178242972477e-06,0.00175683255944405,2.86482057628731e-06
ὅμιλος,3.43687491837422e-06,0.00118877471533756,1.9544152194222e-06,0.000155695715620249,2.23332931334057e-06,2.45421658952246e-06,0.0001403046695061,2.541541495748e-06,4.3963387291064e-06,0.00126172651134716,3.89541587459877e-06,2.86482057628731e-06
ὀξύς,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,0.00137683858323005,2.23332931334057e-06,2.45421658952246e-06,0.00041813569823105,2.541541495748e-06,0.000224213275184426,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ὁρμίζω,0.00206556182594291,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,0.000448899191981454,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
πείρω,3.43687491837422e-06,0.00051141020517371,0.000295116698132752,0.00152948144168127,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
πελταστής,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,0.000225566260647398,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.00293843948323706,3.89541587459877e-06,2.86482057628731e-06
πόλισμα,0.00206556182594291,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.000883664084550386,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
συμπολεμέω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.000493297534494014,1.38915514362475e-06,0.000765003990220148,0.000663847148095066,4.19178242972477e-06,0.000588207797064415,2.86482057628731e-06
σύνειμι,3.43687491837422e-06,0.000850092460255637,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000765424484137237,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
συνέρχομαι,3.43687491837422e-06,0.00135811584287853,1.9544152194222e-06,0.000613624290973922,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,0.000510849840645348,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
συνεχής,3.43687491837422e-06,3.38682255081927e-06,0.000979162024930521,3.05285716902449e-06,0.000560565657648483,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.000224213275184426,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ταλαιπωρέω,3.43687491837422e-06,3.38682255081927e-06,9.9675176190532e-05,0.00137683858323005,0.000225566260647398,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.000842548268374678,3.89541587459877e-06,2.86482057628731e-06
υἱός,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.00198274876682699,4.19178242972477e-06,0.00136729097198417,2.86482057628731e-06
φωκεύς,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.000444030211639746,0.00293843948323706,3.89541587459877e-06,2.86482057628731e-06
χείρων,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.00111271327004342,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἀγρός,0.00172187433410548,0.000850092460255637,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
αἰτιάομαι,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000765424484137237,0.000510849840645348,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἀκαρνάνων,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.00293843948323706,0.000198666209604537,2.86482057628731e-06
ἀναπείθω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,0.000155695715620249,2.23332931334057e-06,0.000247875875541768,0.00041813569823105,2.541541495748e-06,0.000883664084550386,4.19178242972477e-06,0.000393437003334476,2.86482057628731e-06
ἀνθρώπειος,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.00104325551286219,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἀντεῖπον,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000348677941049812,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,0.00143527510871994
ἀπροσδόκητος,3.43687491837422e-06,0.00152745697041949,1.9544152194222e-06,3.05285716902449e-06,0.000672232123315511,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἄσμενος,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,0.000337232726314426,2.45421658952246e-06,0.000626508969774762,0.000383772765857948,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
δημοσθένει,3.43687491837422e-06,0.00220482148058335,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.000423370025402202,3.89541587459877e-06,2.86482057628731e-06
δημοσθένους,3.43687491837422e-06,0.000850092460255637,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.00210008299729211,3.89541587459877e-06,2.86482057628731e-06
διαβολή,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000626508969774762,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,0.000862310993462479
δικαιόω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000904339998499712,0.000256695691070548,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
εἴπερ,3.43687491837422e-06,0.000172727950091783,0.000295116698132752,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000695966726956,0.000129618616283148,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐμός,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.00104325551286219,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἔμπειρος,3.43687491837422e-06,3.38682255081927e-06,0.000392837459103861,3.05285716902449e-06,0.000337232726314426,2.45421658952246e-06,0.000557051212593525,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐμπίμπρημι,0.00120634309634935,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,0.000895565054649568,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐνδεής,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,0.000155695715620249,2.23332931334057e-06,2.45421658952246e-06,0.000904339998499712,0.000129618616283148,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐντεῦθεν,0.00172187433410548,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.000616008363970137,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐπαγγέλλω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.000861430022922383,1.38915514362475e-06,0.00101915813979495,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐπαναχωρέω,3.43687491837422e-06,0.00135811584287853,1.9544152194222e-06,3.05285716902449e-06,0.000672232123315511,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,0.000213780903915963,3.89541587459877e-06,2.86482057628731e-06
ἐπινοέω,3.43687491837422e-06,0.0010194335877966,0.000392837459103861,0.000766267149425147,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἐπιστέλλω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.00073871919344626,1.38915514362475e-06,0.000383772765857948,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,0.000862310993462479
ἑτοιμάζω,3.43687491837422e-06,3.38682255081927e-06,0.000588278981046081,3.05285716902449e-06,2.23332931334057e-06,0.00110685168187463,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
εὐβοίας,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,0.000984140852398506,1.38915514362475e-06,2.541541495748e-06,0.000224213275184426,4.19178242972477e-06,0.00117252017825423,2.86482057628731e-06
εὐτυχέω,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,0.000904339998499712,2.541541495748e-06,0.000444030211639746,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
ἠιών,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,0.00078389858898254,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.00176293183037167,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
θόρυβος,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,0.00168212430013249,0.000448899191981454,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,4.3963387291064e-06,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
θουκυδίδης,3.43687491837422e-06,3.38682255081927e-06,1.9544152194222e-06,3.05285716902449e-06,2.23332931334057e-06,2.45421658952246e-06,1.38915514362475e-06,2.541541495748e-06,0.00330165038555891,4.19178242972477e-06,3.89541587459877e-06,2.86482057628731e-06
